year,mineral,country,is_rare_earth,end_use,mine_production_tonnes,production_share_pct,reserves_tonnes,years_of_reserves,refined_share_pct,price_usd_per_tonne,demand_growth_pct,export_control_active,hhi,top_country_share_pct,supply_risk_score,high_supply_risk,disruption,disruption_next_year
2025,Manganese,Gabon,0,battery,11370799.2,17.74,214476720.0,18.9,14.19,2501.36,11.9,0,0.2045,35.52,10.3,0,0,0.0
2026,Manganese,Gabon,0,battery,14915946.8,20.06,564695996.0,37.9,16.05,2296.73,28.8,0,0.1967,33.06,18.3,0,0,
2015,Manganese,Ghana,0,battery,1295170.6,7.01,54422001.0,42.0,5.61,1858.5,20.5,0,0.206,35.55,13.2,0,0,0.0
2016,Manganese,Ghana,0,battery,1441397.0,7.29,34833934.0,24.2,5.83,1912.3,14.1,0,0.2039,35.51,18.8,0,0,0.0
2017,Manganese,Ghana,0,battery,1614227.1,6.61,84874834.0,52.6,5.29,1952.98,24.1,0,0.1973,31.94,12.6,0,0,0.0
2018,Manganese,Ghana,0,battery,1954325.3,7.35,72613067.0,37.2,5.88,1960.87,16.8,0,0.199,34.42,7.2,0,0,0.0
2019,Manganese,Ghana,0,battery,2294270.9,7.33,19382974.0,8.4,5.86,1914.29,21.0,0,0.199,32.4,21.9,0,0,0.0
2020,Manganese,Ghana,0,battery,2425245.5,7.33,108656435.0,44.8,5.86,2216.47,26.7,0,0.2031,36.27,10.6,0,0,0.0
2021,Manganese,Ghana,0,battery,2634564.3,6.86,118886558.0,45.1,5.49,1969.88,25.0,0,0.1981,32.98,12.3,0,0,0.0
2022,Manganese,Ghana,0,battery,3132274.9,7.23,74437269.0,23.8,5.78,2244.31,26.0,0,0.2051,35.78,10.2,0,0,0.0
2023,Manganese,Ghana,0,battery,3828950.3,7.15,63256986.0,16.5,5.72,2208.16,32.2,0,0.2062,35.66,12.7,0,0,0.0
2024,Manganese,Ghana,0,battery,3838583.3,6.74,47074701.0,12.3,5.39,2289.14,24.4,0,0.2026,33.46,14.0,0,0,0.0
2025,Manganese,Ghana,0,battery,4641596.4,7.24,41676303.0,9.0,5.79,2501.36,22.0,0,0.2045,35.52,8.9,0,0,0.0
2026,Manganese,Ghana,0,battery,5511251.3,7.41,276874983.0,50.2,5.93,2296.73,17.1,0,0.1967,33.06,9.9,0,0,
2015,Manganese,India,0,battery,1421346.3,7.69,56703619.0,39.9,6.15,1858.5,17.6,0,0.206,35.55,20.9,0,0,0.0
2016,Manganese,India,0,battery,1602975.0,8.1,85679290.0,53.5,6.48,1912.3,17.5,0,0.2039,35.51,16.6,0,0,0.0
2017,Manganese,India,0,battery,1861517.7,7.62,78415806.0,42.1,6.1,1952.98,10.7,0,0.1973,31.94,9.1,0,0,0.0
2018,Manganese,India,0,battery,2178012.6,8.19,123705879.0,56.8,6.55,1960.87,24.1,0,0.199,34.42,8.0,0,0,0.0
2019,Manganese,India,0,battery,2351354.0,7.51,126501550.0,53.8,6.01,1914.29,32.8,0,0.199,32.4,16.3,0,0,0.0
2020,Manganese,India,0,battery,2812333.3,8.5,137533330.0,48.9,6.8,2216.47,17.2,0,0.2031,36.27,11.8,0,0,0.0
2021,Manganese,India,0,battery,3280799.5,8.54,78503382.0,23.9,6.83,1969.88,28.3,0,0.1981,32.98,13.8,0,0,0.0
2022,Manganese,India,0,battery,3390803.2,7.83,35562485.0,10.5,6.26,2244.31,22.1,0,0.2051,35.78,24.3,0,0,0.0
2023,Manganese,India,0,battery,4106799.3,7.67,132203644.0,32.2,6.14,2208.16,20.8,0,0.2062,35.66,16.8,0,0,0.0
2024,Manganese,India,0,battery,4337440.8,7.62,229515775.0,52.9,6.09,2289.14,23.4,0,0.2026,33.46,13.0,0,0,0.0
2025,Manganese,India,0,battery,5485955.0,8.56,137418375.0,25.0,6.85,2501.36,19.4,0,0.2045,35.52,15.9,0,0,0.0
2026,Manganese,India,0,battery,6237842.1,8.39,371573719.0,59.6,6.71,2296.73,20.3,0,0.1967,33.06,10.5,0,0,
2015,Manganese,SouthAfrica,0,battery,6571691.4,35.55,353267381.0,53.8,28.44,1858.5,29.4,0,0.206,35.55,15.5,0,0,0.0
2016,Manganese,SouthAfrica,0,battery,7023912.5,35.51,127336877.0,18.1,28.4,1912.3,11.4,0,0.2039,35.51,12.8,0,0,0.0
2017,Manganese,SouthAfrica,0,battery,7798770.2,31.94,381135929.0,48.9,25.55,1952.98,19.1,0,0.1973,31.94,9.2,0,0,0.0
2018,Manganese,SouthAfrica,0,battery,9155229.3,34.42,84597045.0,9.2,27.53,1960.87,11.1,0,0.199,34.42,17.4,0,0,0.0
2019,Manganese,SouthAfrica,0,battery,10140829.9,32.4,296408339.0,29.2,25.92,1914.29,20.2,0,0.199,32.4,13.2,0,0,0.0
2020,Manganese,SouthAfrica,0,battery,12005002.2,36.27,615108365.0,51.2,29.02,2216.47,17.2,0,0.2031,36.27,10.3,0,0,0.0
2021,Manganese,SouthAfrica,0,battery,12670103.6,32.98,272894176.0,21.5,26.39,1969.88,25.3,0,0.1981,32.98,12.4,0,0,0.0
2022,Manganese,SouthAfrica,0,battery,15498111.8,35.78,312918264.0,20.2,28.62,2244.31,33.6,0,0.2051,35.78,9.0,0,0,0.0
2023,Manganese,SouthAfrica,0,battery,19090308.4,35.66,997960071.0,52.3,28.53,2208.16,24.6,0,0.2062,35.66,20.2,0,0,0.0
2024,Manganese,SouthAfrica,0,battery,19050423.7,33.46,397703091.0,20.9,26.77,2289.14,24.0,0,0.2026,33.46,6.1,0,0,0.0
2025,Manganese,SouthAfrica,0,battery,22771396.2,35.52,1228058735.0,53.9,28.42,2501.36,14.5,0,0.2045,35.52,18.0,0,0,0.0
2026,Manganese,SouthAfrica,0,battery,24577711.6,33.06,709740715.0,28.9,26.45,2296.73,17.1,0,0.1967,33.06,10.8,0,0,
2015,Neodymium,Australia,1,magnet,3078.5,9.57,47324.0,15.4,7.66,55000.0,7.5,0,0.5453,73.86,46.7,0,0,0.0
2016,Neodymium,Australia,1,magnet,3229.0,8.88,39518.0,12.2,7.1,49500.0,14.4,0,0.5437,74.17,54.8,1,0,0.0
2017,Neodymium,Australia,1,magnet,3442.9,9.18,114189.0,33.2,7.34,60500.0,8.7,0,0.527,70.3,49.3,1,0,0.0
2018,Neodymium,Australia,1,magnet,3701.4,8.77,125220.0,33.8,7.02,66000.0,8.3,0,0.5411,72.5,44.8,0,0,0.0
2019,Neodymium,Australia,1,magnet,4321.9,9.73,251749.0,58.2,7.79,55000.0,11.5,0,0.5287,72.79,31.9,0,0,0.0
2020,Neodymium,Australia,1,magnet,4333.2,9.0,241314.0,55.7,7.2,60500.0,11.6,0,0.511,65.91,40.2,0,0,1.0
2021,Neodymium,Australia,1,magnet,5035.4,10.16,199622.0,39.6,8.13,104500.0,11.9,0,0.5193,70.49,45.8,0,1,0.0
2022,Neodymium,Australia,1,magnet,5209.5,9.68,158996.0,30.5,7.75,115500.0,9.1,0,0.498,68.61,42.7,0,0,0.0
2023,Neodymium,Australia,1,magnet,6164.5,10.36,296117.0,48.0,8.29,77000.0,8.6,0,0.4831,64.61,37.2,0,0,0.0
2024,Neodymium,Australia,1,magnet,6587.1,10.35,240735.0,36.5,8.28,66000.0,10.4,0,0.5111,73.37,44.5,0,0,0.0
2025,Neodymium,Australia,1,magnet,6855.7,10.32,279045.0,40.7,8.25,88000.0,2.2,0,0.5061,71.6,46.0,0,0,0.0
2026,Neodymium,Australia,1,magnet,7655.2,10.52,395620.0,51.7,8.41,99000.0,17.7,0,0.4791,65.8,33.1,0,0,
2015,Neodymium,China,1,magnet,23758.8,73.86,206637.0,8.7,100.0,55000.0,12.7,0,0.5453,73.86,60.4,1,0,0.0
2016,Neodymium,China,1,magnet,26973.5,74.17,1248636.0,46.3,100.0,49500.0,6.6,0,0.5437,74.17,51.0,1,0,0.0
2017,Neodymium,China,1,magnet,26379.8,70.3,1149280.0,43.6,100.0,60500.0,19.5,0,0.527,70.3,50.6,1,0,0.0
2018,Neodymium,China,1,magnet,30593.7,72.5,501978.0,16.4,100.0,66000.0,3.2,0,0.5411,72.5,55.7,1,0,0.0
2019,Neodymium,China,1,magnet,32317.2,72.79,285442.0,8.8,100.0,55000.0,14.7,0,0.5287,72.79,64.9,1,0,0.0
2020,Neodymium,China,1,magnet,31728.5,65.91,1150336.0,36.3,98.86,60500.0,14.0,0,0.511,65.91,44.9,0,0,1.0
2021,Neodymium,China,1,magnet,34931.7,70.49,295419.0,8.5,100.0,104500.0,7.4,0,0.5193,70.49,51.8,1,1,0.0
2022,Neodymium,China,1,magnet,36912.9,68.61,556231.0,15.1,100.0,115500.0,10.4,0,0.498,68.61,42.3,0,0,0.0
2023,Neodymium,China,1,magnet,38442.8,64.61,539457.0,14.0,96.91,77000.0,14.0,0,0.4831,64.61,55.8,1,0,0.0
2024,Neodymium,China,1,magnet,46688.9,73.37,1476997.0,31.6,100.0,66000.0,10.0,0,0.5111,73.37,50.0,1,0,0.0
2025,Neodymium,China,1,magnet,47577.6,71.6,2097515.0,44.1,100.0,88000.0,10.2,0,0.5061,71.6,53.0,1,0,0.0
2026,Neodymium,China,1,magnet,47890.2,65.8,597835.0,12.5,98.69,99000.0,11.4,0,0.4791,65.8,57.0,1,0,
2015,Neodymium,Myanmar,1,magnet,1634.8,5.08,88876.0,54.4,4.07,55000.0,12.3,0,0.5453,73.86,56.6,1,0,0.0
2016,Neodymium,Myanmar,1,magnet,1806.1,4.97,19796.0,11.0,3.97,49500.0,10.3,0,0.5437,74.17,58.5,1,0,0.0
2017,Neodymium,Myanmar,1,magnet,1858.1,4.95,63123.0,34.0,3.96,60500.0,14.0,0,0.527,70.3,51.3,1,0,0.0
2018,Neodymium,Myanmar,1,magnet,2323.9,5.51,132007.0,56.8,4.41,66000.0,9.4,0,0.5411,72.5,53.6,1,0,0.0
2019,Neodymium,Myanmar,1,magnet,2388.9,5.38,46522.0,19.5,4.3,55000.0,12.4,0,0.5287,72.79,49.7,1,0,0.0
2020,Neodymium,Myanmar,1,magnet,2687.8,5.58,123652.0,46.0,4.47,60500.0,5.3,0,0.511,65.91,48.1,0,0,1.0
2021,Neodymium,Myanmar,1,magnet,2550.6,5.15,22784.0,8.9,4.12,104500.0,9.7,0,0.5193,70.49,55.3,1,1,0.0
2022,Neodymium,Myanmar,1,magnet,3132.9,5.82,119321.0,38.1,4.66,115500.0,20.7,0,0.498,68.61,48.6,1,0,0.0
2023,Neodymium,Myanmar,1,magnet,3412.2,5.73,106254.0,31.1,4.59,77000.0,13.6,0,0.4831,64.61,42.1,0,0,0.0
2024,Neodymium,Myanmar,1,magnet,3478.4,5.47,134555.0,38.7,4.37,66000.0,6.7,0,0.5111,73.37,44.9,0,0,0.0
2025,Neodymium,Myanmar,1,magnet,3632.7,5.47,29842.0,8.2,4.37,88000.0,15.5,0,0.5061,71.6,53.1,1,0,0.0
2026,Neodymium,Myanmar,1,magnet,4368.1,6.0,103827.0,23.8,4.8,99000.0,10.2,0,0.4791,65.8,41.2,0,0,
2015,Neodymium,Russia,1,magnet,1247.7,3.88,13023.0,10.4,3.1,55000.0,-1.9,0,0.5453,73.86,69.5,1,0,0.0
2016,Neodymium,Russia,1,magnet,1444.6,3.97,59836.0,41.4,3.18,49500.0,10.2,0,0.5437,74.17,47.5,0,0,0.0
2017,Neodymium,Russia,1,magnet,1609.1,4.29,69644.0,43.3,3.43,60500.0,13.2,0,0.527,70.3,52.1,1,0,0.0
2018,Neodymium,Russia,1,magnet,1724.9,4.09,20647.0,12.0,3.27,66000.0,14.2,0,0.5411,72.5,63.7,1,0,0.0
2019,Neodymium,Russia,1,magnet,1976.5,4.45,111729.0,56.5,3.56,55000.0,3.8,0,0.5287,72.79,54.6,1,0,0.0
2020,Neodymium,Russia,1,magnet,1998.0,4.15,46896.0,23.5,3.32,60500.0,14.0,0,0.511,65.91,46.4,0,0,1.0
2021,Neodymium,Russia,1,magnet,2114.5,4.27,124256.0,58.8,3.41,104500.0,15.5,0,0.5193,70.49,46.9,0,1,0.0
2022,Neodymium,Russia,1,magnet,2484.7,4.62,105840.0,42.6,3.69,115500.0,14.8,0,0.498,68.61,54.4,1,0,0.0
2023,Neodymium,Russia,1,magnet,2732.2,4.59,114393.0,41.9,3.67,77000.0,13.0,0,0.4831,64.61,55.7,1,0,0.0
2024,Neodymium,Russia,1,magnet,2884.1,4.53,54355.0,18.8,3.63,66000.0,18.0,0,0.5111,73.37,51.2,1,0,0.0
2025,Neodymium,Russia,1,magnet,3187.7,4.8,53876.0,16.9,3.84,88000.0,5.0,0,0.5061,71.6,52.4,1,0,0.0
2026,Neodymium,Russia,1,magnet,3204.1,4.4,67721.0,21.1,3.52,99000.0,13.2,0,0.4791,65.8,49.7,1,0,
2015,Neodymium,USA,1,magnet,3113.0,9.68,80341.0,25.8,7.74,55000.0,12.2,0,0.5453,73.86,41.9,0,0,0.0
2016,Neodymium,USA,1,magnet,3899.4,10.72,168191.0,43.1,8.58,49500.0,9.6,0,0.5437,74.17,42.6,0,0,0.0
2017,Neodymium,USA,1,magnet,3903.1,10.4,45756.0,11.7,8.32,60500.0,8.7,0,0.527,70.3,46.9,0,0,0.0
2018,Neodymium,USA,1,magnet,4100.7,9.72,172500.0,42.1,7.77,66000.0,9.0,0,0.5411,72.5,46.1,0,0,0.0
2019,Neodymium,USA,1,magnet,4455.6,10.04,166340.0,37.3,8.03,55000.0,13.0,0,0.5287,72.79,43.5,0,0,0.0
2020,Neodymium,USA,1,magnet,4787.8,9.95,229900.0,48.0,7.96,60500.0,15.7,0,0.511,65.91,30.4,0,0,1.0
2021,Neodymium,USA,1,magnet,5053.7,10.2,160232.0,31.7,8.16,104500.0,18.2,0,0.5193,70.49,46.7,0,1,0.0
2022,Neodymium,USA,1,magnet,6085.6,11.31,138321.0,22.7,9.05,115500.0,11.9,0,0.498,68.61,38.1,0,0,0.0
2023,Neodymium,USA,1,magnet,6354.1,10.68,155315.0,24.4,8.54,77000.0,12.2,0,0.4831,64.61,41.0,0,0,0.0
2024,Neodymium,USA,1,magnet,7426.8,11.67,82578.0,11.1,9.34,66000.0,9.0,0,0.5111,73.37,43.2,0,0,0.0
2025,Neodymium,USA,1,magnet,7454.3,11.22,74693.0,10.0,8.97,88000.0,13.0,0,0.5061,71.6,52.0,1,0,0.0
2026,Neodymium,USA,1,magnet,8436.6,11.59,502448.0,59.6,9.27,99000.0,13.2,0,0.4791,65.8,36.8,0,0,
2015,Nickel,Australia,0,battery,148211.3,6.7,6328051.0,42.7,5.36,12000.0,22.5,0,0.187,33.36,17.0,0,0,0.0
2016,Nickel,Australia,0,battery,179139.6,6.92,4340279.0,24.2,5.54,12600.0,28.9,0,0.1891,34.94,11.6,0,0,0.0
2017,Nickel,Australia,0,battery,211655.8,6.82,8740752.0,41.3,5.46,16800.0,17.8,0,0.1881,34.14,9.7,0,0,0.0
2018,Nickel,Australia,0,battery,223768.4,6.79,12694875.0,56.7,5.43,18000.0,21.4,0,0.1858,33.58,9.6,0,0,0.0
2019,Nickel,Australia,0,battery,247898.0,6.48,6335011.0,25.6,5.18,13200.0,24.2,0,0.1995,37.3,19.1,0,0,0.0
2020,Nickel,Australia,0,battery,299737.4,7.01,6962929.0,23.2,5.61,12000.0,7.8,0,0.1918,35.47,19.7,0,0,1.0
2021,Nickel,Australia,0,battery,365712.5,6.97,15972551.0,43.7,5.58,18000.0,25.0,0,0.1957,35.48,9.4,0,1,0.0
2022,Nickel,Australia,0,battery,380298.6,6.65,9500345.0,25.0,5.32,21600.0,21.5,0,0.208,38.66,11.3,0,0,0.0
2023,Nickel,Australia,0,battery,411499.8,6.36,12711919.0,30.9,5.09,15600.0,19.2,0,0.2111,39.09,12.1,0,0,0.0
2024,Nickel,Australia,0,battery,498215.2,6.61,29790412.0,59.8,5.29,12600.0,22.8,0,0.2009,37.59,18.0,0,0,0.0
2025,Nickel,Australia,0,battery,572022.0,6.52,31672811.0,55.4,5.22,12000.0,22.5,0,0.1981,36.32,14.7,0,0,0.0
2026,Nickel,Australia,0,battery,631621.0,6.51,9228258.0,14.6,5.21,12600.0,25.5,0,0.1924,35.26,25.3,0,0,
2015,Nickel,Brazil,0,battery,177701.1,8.04,4175062.0,23.5,6.43,12000.0,17.6,0,0.187,33.36,11.7,0,0,0.0
2016,Nickel,Brazil,0,battery,204066.8,7.88,10720267.0,52.5,6.31,12600.0,30.6,0,0.1891,34.94,8.4,0,0,0.0
2017,Nickel,Brazil,0,battery,250001.7,8.06,6925209.0,27.7,6.45,16800.0,16.1,0,0.1881,34.14,10.5,0,0,0.0
2018,Nickel,Brazil,0,battery,244945.9,7.43,13797748.0,56.3,5.95,18000.0,12.9,0,0.1858,33.58,15.8,0,0,0.0
2019,Nickel,Brazil,0,battery,294372.8,7.69,14985825.0,50.9,6.15,13200.0,13.1,0,0.1995,37.3,15.8,0,0,0.0
2020,Nickel,Brazil,0,battery,321558.1,7.53,12139455.0,37.8,6.02,12000.0,17.4,0,0.1918,35.47,14.5,0,0,1.0
2021,Nickel,Brazil,0,battery,425301.1,8.11,20201789.0,47.5,6.49,18000.0,16.1,0,0.1957,35.48,20.3,0,1,0.0
2022,Nickel,Brazil,0,battery,459896.9,8.04,22984601.0,50.0,6.43,21600.0,28.7,0,0.208,38.66,24.4,0,0,0.0
2023,Nickel,Brazil,0,battery,506062.4,7.83,25370005.0,50.1,6.26,15600.0,11.2,0,0.2111,39.09,13.8,0,0,0.0
2024,Nickel,Brazil,0,battery,616116.1,8.18,35984964.0,58.4,6.54,12600.0,20.0,0,0.2009,37.59,13.5,0,0,0.0
2025,Nickel,Brazil,0,battery,683330.1,7.79,30220782.0,44.2,6.23,12000.0,18.7,0,0.1981,36.32,13.8,0,0,0.0
2026,Nickel,Brazil,0,battery,794169.9,8.18,23536715.0,29.6,6.55,12600.0,13.2,0,0.1924,35.26,17.3,0,0,
2015,Nickel,Canada,0,battery,177125.0,8.01,8123426.0,45.9,6.41,12000.0,18.4,0,0.187,33.36,18.7,0,0,0.0
2016,Nickel,Canada,0,battery,207765.1,8.03,11921806.0,57.4,6.42,12600.0,15.8,0,0.1891,34.94,10.4,0,0,0.0
2017,Nickel,Canada,0,battery,234254.1,7.55,13700420.0,58.5,6.04,16800.0,10.0,0,0.1881,34.14,23.6,0,0,0.0
2018,Nickel,Canada,0,battery,253826.5,7.7,3440480.0,13.6,6.16,18000.0,36.4,0,0.1858,33.58,18.0,0,0,0.0
2019,Nickel,Canada,0,battery,284374.3,7.43,2597896.0,9.1,5.94,13200.0,25.2,0,0.1995,37.3,12.1,0,0,0.0
2020,Nickel,Canada,0,battery,334297.8,7.82,5307643.0,15.9,6.26,12000.0,39.3,0,0.1918,35.47,17.3,0,0,1.0
2021,Nickel,Canada,0,battery,406210.2,7.74,12764046.0,31.4,6.19,18000.0,24.9,0,0.1957,35.48,18.6,0,1,0.0
2022,Nickel,Canada,0,battery,428070.1,7.48,19166918.0,44.8,5.99,21600.0,28.7,0,0.208,38.66,9.7,0,0,0.0
2023,Nickel,Canada,0,battery,494007.9,7.64,22287263.0,45.1,6.11,15600.0,21.0,0,0.2111,39.09,15.0,0,0,0.0
2024,Nickel,Canada,0,battery,589060.9,7.82,29809104.0,50.6,6.25,12600.0,22.5,0,0.2009,37.59,16.8,0,0,0.0
2025,Nickel,Canada,0,battery,657670.1,7.5,13139851.0,20.0,6.0,12000.0,23.3,0,0.1981,36.32,18.6,0,0,0.0
2026,Nickel,Canada,0,battery,785894.7,8.1,36842835.0,46.9,6.48,12600.0,20.4,0,0.1924,35.26,14.7,0,0,
2015,Nickel,China,0,battery,127786.3,5.78,1311536.0,10.3,8.67,12000.0,26.3,0,0.187,33.36,25.9,0,0,0.0
2016,Nickel,China,0,battery,159713.9,6.17,6375032.0,39.9,9.26,12600.0,13.9,0,0.1891,34.94,31.3,0,0,0.0
2017,Nickel,China,0,battery,193206.1,6.23,5842837.0,30.2,9.34,16800.0,22.6,0,0.1881,34.14,28.7,0,0,0.0
2018,Nickel,China,0,battery,205359.9,6.23,7757417.0,37.8,9.35,18000.0,21.3,0,0.1858,33.58,19.3,0,0,0.0
2019,Nickel,China,0,battery,222901.1,5.82,9952829.0,44.7,8.73,13200.0,25.6,0,0.1995,37.3,21.3,0,0,0.0
2020,Nickel,China,0,battery,265079.2,6.2,5777747.0,21.8,9.31,12000.0,26.2,0,0.1918,35.47,21.1,0,0,1.0
2021,Nickel,China,0,battery,304005.3,5.79,10320381.0,33.9,8.69,18000.0,19.9,0,0.1957,35.48,19.4,0,1,0.0
2022,Nickel,China,0,battery,320047.6,5.59,4866953.0,15.2,8.39,21600.0,14.5,0,0.208,38.66,24.8,0,0,0.0
2023,Nickel,China,0,battery,356488.7,5.51,8647185.0,24.3,8.27,15600.0,13.8,0,0.2111,39.09,33.7,0,0,0.0
2024,Nickel,China,0,battery,432514.8,5.74,3479314.0,8.0,8.61,12600.0,9.7,0,0.2009,37.59,35.2,0,0,0.0
2025,Nickel,China,0,battery,506578.4,5.78,26479025.0,52.3,8.66,12000.0,22.7,0,0.1981,36.32,22.9,0,0,0.0
2026,Nickel,China,0,battery,592270.6,6.1,34563398.0,58.4,9.15,12600.0,16.9,0,0.1924,35.26,11.9,0,0,
2015,Nickel,Indonesia,0,battery,737678.4,33.36,37649296.0,51.0,26.69,12000.0,15.2,0,0.187,33.36,13.3,0,0,0.0
2016,Nickel,Indonesia,0,battery,904411.9,34.94,30823146.0,34.1,27.95,12600.0,33.3,0,0.1891,34.94,14.8,0,0,0.0
2017,Nickel,Indonesia,0,battery,1058909.8,34.14,47820976.0,45.2,27.31,16800.0,20.9,0,0.1881,34.14,16.5,0,0,0.0
2018,Nickel,Indonesia,0,battery,1106921.5,33.58,47077559.0,42.5,26.87,18000.0,24.7,0,0.1858,33.58,15.6,0,0,0.0
2019,Nickel,Indonesia,0,battery,1428111.7,37.3,23889488.0,16.7,29.84,13200.0,31.7,0,0.1995,37.3,12.1,0,0,0.0
2020,Nickel,Indonesia,0,battery,1515563.3,35.47,87735562.0,57.9,28.37,12000.0,26.4,0,0.1918,35.47,12.7,0,0,1.0
2021,Nickel,Indonesia,0,battery,1861377.3,35.48,83055687.0,44.6,28.39,18000.0,22.8,0,0.1957,35.48,11.4,0,1,0.0
2022,Nickel,Indonesia,0,battery,2211518.7,38.66,51150220.0,23.1,30.93,21600.0,24.7,0,0.208,38.66,21.8,0,0,0.0
2023,Nickel,Indonesia,0,battery,2527572.1,39.09,89069235.0,35.2,31.27,15600.0,25.2,0,0.2111,39.09,12.7,0,0,0.0
2024,Nickel,Indonesia,0,battery,2832430.5,37.59,45086201.0,15.9,30.07,12600.0,21.8,0,0.2009,37.59,8.4,0,0,0.0
2025,Nickel,Indonesia,0,battery,3185470.1,36.32,64975767.0,20.4,29.05,12000.0,19.2,0,0.1981,36.32,15.2,0,0,0.0
2026,Nickel,Indonesia,0,battery,3422165.7,35.26,60133227.0,17.6,28.2,12600.0,17.3,0,0.1924,35.26,15.8,0,0,
2015,Nickel,NewCaledonia,0,battery,190597.4,8.62,6694637.0,35.1,6.9,12000.0,27.1,0,0.187,33.36,17.4,0,0,0.0
2016,Nickel,NewCaledonia,0,battery,241414.5,9.33,4865173.0,20.2,7.46,12600.0,23.3,0,0.1891,34.94,11.7,0,0,0.0
2017,Nickel,NewCaledonia,0,battery,279643.0,9.02,15644627.0,55.9,7.21,16800.0,27.0,0,0.1881,34.14,16.5,0,0,0.0
2018,Nickel,NewCaledonia,0,battery,303361.5,9.2,11448676.0,37.7,7.36,18000.0,23.3,0,0.1858,33.58,8.0,0,0,0.0
2019,Nickel,NewCaledonia,0,battery,351835.3,9.19,17443051.0,49.6,7.35,13200.0,20.5,0,0.1995,37.3,10.7,0,0,0.0
2020,Nickel,NewCaledonia,0,battery,387649.2,9.07,8775728.0,22.6,7.26,12000.0,20.8,0,0.1918,35.47,19.3,0,0,1.0
2021,Nickel,NewCaledonia,0,battery,452190.4,8.62,26334398.0,58.2,6.9,18000.0,17.7,0,0.1957,35.48,6.4,0,1,0.0
2022,Nickel,NewCaledonia,0,battery,488487.1,8.54,21484348.0,44.0,6.83,21600.0,16.6,0,0.208,38.66,17.4,0,0,0.0
2023,Nickel,NewCaledonia,0,battery,545443.7,8.44,22947671.0,42.1,6.75,15600.0,16.2,0,0.2111,39.09,11.9,0,0,0.0
2024,Nickel,NewCaledonia,0,battery,653574.2,8.67,24450971.0,37.4,6.94,12600.0,23.0,0,0.2009,37.59,16.0,0,0,0.0
2025,Nickel,NewCaledonia,0,battery,729910.5,8.32,15384053.0,21.1,6.66,12000.0,29.9,0,0.1981,36.32,8.9,0,0,0.0
2026,Nickel,NewCaledonia,0,battery,844226.9,8.7,10664710.0,12.6,6.96,12600.0,19.5,0,0.1924,35.26,18.1,0,0,
2015,Nickel,Philippines,0,battery,373213.8,16.88,18931044.0,50.7,13.5,12000.0,13.7,0,0.187,33.36,19.7,0,0,0.0
2016,Nickel,Philippines,0,battery,395296.5,15.27,8272926.0,20.9,12.22,12600.0,20.7,0,0.1891,34.94,14.2,0,0,0.0
2017,Nickel,Philippines,0,battery,470503.4,15.17,27809137.0,59.1,12.14,16800.0,25.0,0,0.1881,34.14,5.7,0,0,0.0
2018,Nickel,Philippines,0,battery,533833.4,16.2,26294053.0,49.3,12.96,18000.0,35.0,0,0.1858,33.58,23.1,0,0,0.0
2019,Nickel,Philippines,0,battery,632921.7,16.53,34391281.0,54.3,13.23,13200.0,15.0,0,0.1995,37.3,17.9,0,0,0.0
2020,Nickel,Philippines,0,battery,684176.2,16.01,25815297.0,37.7,12.81,12000.0,16.7,0,0.1918,35.47,21.4,0,0,1.0
2021,Nickel,Philippines,0,battery,763581.0,14.56,13691700.0,17.9,11.64,18000.0,19.7,0,0.1957,35.48,16.0,0,1,0.0
2022,Nickel,Philippines,0,battery,870780.4,15.22,28778227.0,33.0,12.18,21600.0,23.6,0,0.208,38.66,16.8,0,0,0.0
2023,Nickel,Philippines,0,battery,1010440.4,15.63,56185391.0,55.6,12.5,15600.0,26.4,0,0.2111,39.09,6.7,0,0,0.0
2024,Nickel,Philippines,0,battery,1152980.9,15.3,50795026.0,44.1,12.24,12600.0,10.4,0,0.2009,37.59,12.8,0,0,0.0
2025,Nickel,Philippines,0,battery,1437239.9,16.39,60874181.0,42.4,13.11,12000.0,23.6,0,0.1981,36.32,7.6,0,0,0.0
2026,Nickel,Philippines,0,battery,1409039.8,14.52,59047072.0,41.9,11.61,12600.0,26.7,0,0.1924,35.26,10.3,0,0,
2015,Nickel,Russia,0,battery,228768.4,10.35,13233077.0,57.8,8.28,12000.0,22.1,0,0.187,33.36,24.1,0,0,0.0
2016,Nickel,Russia,0,battery,287042.2,11.09,7332761.0,25.5,8.87,12600.0,24.4,0,0.1891,34.94,25.5,0,0,0.0
2017,Nickel,Russia,0,battery,339798.7,10.96,7823605.0,23.0,8.76,16800.0,21.1,0,0.1881,34.14,26.0,0,0,0.0
2018,Nickel,Russia,0,battery,375713.4,11.4,16986365.0,45.2,9.12,18000.0,31.3,0,0.1858,33.58,13.0,0,0,0.0
2019,Nickel,Russia,0,battery,436971.1,11.41,11941058.0,27.3,9.13,13200.0,22.9,0,0.1995,37.3,24.5,0,0,0.0
2020,Nickel,Russia,0,battery,471518.9,11.03,20795901.0,44.1,8.83,12000.0,16.7,0,0.1918,35.47,23.9,0,0,1.0
2021,Nickel,Russia,0,battery,528251.3,10.07,20167756.0,38.2,8.06,18000.0,24.6,0,0.1957,35.48,24.9,0,1,0.0
2022,Nickel,Russia,0,battery,592202.5,10.35,9421338.0,15.9,8.28,21600.0,21.3,0,0.208,38.66,23.9,0,0,0.0
